"question","answer","category","table_id","predicted_answer"
"How long after the Plan of Iguala was the Independence of Mexico?","7 months","empire","433","The Independence of Mexico was 7 months after the Plan of Iguala."
"How many years was José Manuel de Herrera Prime Minister of the Mexican Empire?","1 year","empire","433","José Manuel de Herrera was Prime Minister of the Mexican Empire for 1 year, from 1822 to 1823."
"How many years prior to Agustin I's rule was the Plan of Iguala?","1 year","empire","433","Two years."
"How long after the French occupation of Algeria was its independence?","132 years","country","436","Sure! Here's a small answer within 1 to 10 words:Independence from France was achieved in 1962, 132 years after the French occupation began in 1830."
"Prior to Al Jazâ'ir, which dynasty lasted the longest?","Zayyanid dynasty","country","436","The Rustamid dynasty lasted the longest prior to Al Jazâ'ir."
"How many years longer was the time between  Hammadid dynasty and the Zayyanid dynasty and the Rustamid dynasty and the Zirid dynasty?","25","country","436","The time difference between the Hammadid dynasty and the Zayyanid dynasty was 221 years, while the time difference between the Rustamid dynasty and the Zirid dynasty was 204 years."
"How many days after the Belarusian People's Republic formation did Belarus gain Independence from Russia?","17 Days","country","438","Sure! Here's a small answer within 1 to 10 words:25 March 1918."
"How long has Belarus been under it's current Constitution?","28 years","country","438","Belarus has been under its current Constitution since 1994."
"How many years were there between Independence from Russia and Independence from the USSR?","73 years","country","438","Sure! Here's a small answer within 1 to 10 words:2 years."
"How much time elapsed between when Mars Express was inserted and when Beagle 2 landed?","6 minutes","space probe","452","The time elapsed between Mars Express's insertion and Beagle 2's landing was 4 hours and 46 minutes."
"How many days does Mars Express travelled in space to reach mars?","206 days travelled","space probe","452","Sure! Here's a small answer within 1 to 10 words:6 months and 17 days."
"How many years ago did Mars Express did Orbital insertion?","9 Years ago","space probe","452","December 25, 2003"
"How many month left the Mars Express mission duration?","7 month left","space probe","452","Here's a small answer within 1 to 10 words:9 months left."
"How many days did it take for Mars Express to reach Mars?","5 months 25 days","space probe","452","Six months."
"If Mars Express begins its orbit at 10:00 am, what time will it reach the same point?","5:30 pm","space probe","452","The time it takes Mars Express to reach the same point again depends on its orbital period, which is 7.5 hours. Therefore, it will reach the same point again at 17:00 (5 pm) on the same day."
"Rounding up, what was the difference in planned and elapsed time of the Orbiter Mission duration?","4 years.","space probe","457","~ 7.5 years (planned); | 2 years, 10 months (elapsed)"
"How many days Chandrayaan-2 was landed in moon after launch?","46 days","space probe","457","The Chandrayaan-2 lander was planned to land on the moon for 14 days, but it failed to land."
"How many days Chandrayaan-2 was Orbital insertion held after launch?","29 days","space probe","457","Based on the information provided, the answer to the question ""How many days Chandrayaan-2 was Orbital insertion held after launch?"" is 20 days.Orbital insertion was held on August 20, 2019, and the launch date was July 22, 2019. Therefore, the difference between these two dates is 20 days."
"How many years ago did Chandrayaan-2 was launched?","3 Years ago (2019)","space probe","457","Chandrayaan-2 was launched 3 years ago."
"What was the difference between planned and elapsed time of Vikramlander mission duration?","14 days","space probe","457","Planned: 7.5 years | Elapsed: 2 years, 10 months"
"How many years longer is the orbiter's planned mission duration than it's current elapsed duration?","5","space probe","457","5 years"
"How long after the launch date was the moon lander's landing date?","2 months","space probe","457","September 6, 2019"
"Around what year would Chandrayaan-2's orbiters planned mission duration end according to the launch date?","2027","space probe","457","Based on the information provided, Chandrayaan-2's orbiters planned mission duration is expected to end around 2027."
"How many days did the Chandrayaan-2 passed between launch date and landing date?","46 Days","space probe","457","The Chandrayaan-2 spacecraft spent 47 days between its launch date and landing date."
"When did the Black Dog Halt first become known by that name?","8 June 1953","railway","464","Sure! Here's a small answer within 1 to 10 words:8 June 1953"
"When did the Black Dog Halt fall into disuse?","20 September 1965","railway","464","September 20, 1965"
"For how many years did Black Dog Siding operate under its original name?","90","railway","464","Sure! Here's a small answer within 1 to 10 words:Black Dog Siding operated under its original name for 90 years (1863-1953)."
"How long did Black Dog Siding remain open?","102 years","railway","464","Black Dog Siding remained open for 102 years."
"What is the status of Black Dog Halt as of today?","disused","railway","464","Disused"
"When did the Black Dog Halt first operated?","3 November 1863","railway","464","Black Dog Halt first operated in 1863."
"On what date was the second opening of the Cheltenham Spa station?","7 July 1919","railway","465","July 7, 1919."
"When was the first opening of the Cheltenham Spa station?","30 March 1908","railway","465","March 30, 1908"
"How many year before the station closed for the last time was the picture taken?","7","railway","465","Sure! Here's a small answer within 1 to 10 words:56 years."
"How long after originally opening as  Cheltenham Malvern Road was it renamed Cheltenham Spa Malvern Road?","17 years","railway","465","Sure! Here's a small answer within 1 to 10 words:1925."
"How many years did Cheltenham Spa station was working from re-opened in 1919?","47 Years","railway","465","Sure! Here's a small answer within 1 to 10 words:7 years."
"How many years ago did Cheltenham Spa station was opened in  Malvern Road?","114 years ago","railway","465","Sure! Here's a small answer within 1 to 10 words:114 years ago."
"What was the name of Cheltenham station in 1915?","Cheltenham Malvern Road","railway","465","Cheltenham Malvern Road"
"How many years was the Cheltenham Spa station open before it closed for the first time?","9 years","railway","465","Sure! Here's a small answer within 1 to 10 words:The Cheltenham Spa station was open for 58 years before its first closure in 1917."
"What events took place during the same month though different years?","closed","railway","465","January 1st, 1917, and January 3rd, 1966."
"When did AC/DC debut?","1973","musician","468","The band AC/DC debuted in 1973."
"How long has the band AC/DC been active in the music scene?","49 years","musician","468","Since 1973."
"How many years has AC/DC been a band?","39","musician","468","Forty-nine years."
"Who was the label for AC/DC when they started in 1973?","Albert","musician","468","Albert"
"How many members were in AC/DC in 2009?","5","musician","468","Five members."
"How many total members has AC/DC had?","11","musician","468","Six."
"In what country was AC/DC founded?","Australia","musician","468","Australia"
"When was  AC/DC formed?","1973","musician","468","Here's a small answer within 1 to 10 words:1973"
"How many years has AC/DC been performing?","49 years","musician","468","Forty-nine years."
"In Which place did Percy Faith born on April 7, 1908?","Toronto, Ontario, Canada","musician","472","Toronto"
"What year was Percy Faith born?","1908","musician","472","April 7, 1908"
"What year did Percy Faith die?","1976","musician","472","February 9, 1976"
"How old was Percy Faith when he died?","67","musician","472","Percy Faith was 67 years old when he died."
"In what country was Faith born?","Canada","musician","472","Canada"
"How many occupations did Faith have?","3","musician","472","Three.1. Bandleader2. Orchestrator3. Composer"
"If Percy Faith had died three month later in 1976 how old would he have been?","68 years old","musician","472","He would have been 69 years old."
"While at work in 1949 how old was Faith?","41 years old","musician","472","Thirty-one."
"What year would Percy Faith have to have died to have lived to be 100 years old?","2008","musician","472","He would have to have died in 2008."
"How old was Percy Faith when he died?","67","musician","472","April 7, 1908"
"In Which place did Percy Faith died on February 9, 1976?","Encino, California, U.S.","musician","472","Encino, California"
"How long ago did Faith die?","46","musician","472","Faith died 46 years ago."
"With which national team did Michael Owen make his most goals?","England","footballer","479","England"
"With which team did Michael Owen make his most goals?","Liverpool","footballer","479","Liverpool"
"How old was  Owen when he began is senior career?","17","footballer","479","Owen was 18 when he began his senior career with Liverpool in 1996."
"How old was Michael Owen the year he went to Real Madrid?","25","footballer","479","Owen was 25 years old when he joined Real Madrid in 2004."
"How many years were there between when Owen began to play for Real Madrid and stopped playing for Manchester United?","8","footballer","479","There were 4 years between when Owen began to play for Real Madrid and stopped playing for Manchester United."
"What team did play for in 2012?","Stroke City","footballer","479","Manchester United"
"Where was Michael Owen born in 1979?","Chester England","footballer","479","Chester, England"
"How many more years did Owen play for Liverpool than Newcastle United?","4","footballer","479","Sure! Here's a small answer within 1 to 10 words:4 years."
"How long did Michael Owen senior career last?","17 years","footballer","479","Michael Owen's senior career lasted 16 years (1996-2012)."
"What was the most recent team that Draško Nenadić has played for?","RK Crvena zvezda","handball","492","RK Crvena zvezda"
